Product ID,name,Sales Volume,Promotion,Seasonal,price,section,price_tier,lead_time_tier,Product Position_Aisle,Product Position_End-cap,Product Position_Front of Store,season_Autumn,season_Spring,season_Summer,season_Winter,terms_jackets,terms_jeans,terms_shoes,terms_sweaters,terms_t-shirts,material_Acrylic,material_Cotton,material_Denim,material_Linen,material_Linen Blend,material_Polyester,material_Satin,material_Silk,material_Viscose,material_Wool,material_Wool Blend,in_season_flag,promo_x_position
172364,FAUX LEATHER BOMBER JACKET,1447,1,1,31.99,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
178281,BOMBER JACKET,911,0,0,39.99,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194339,FAUX SUEDE JACKET,1575,1,0,16.99,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
174412,FAUX SUEDE BOMBER JACKET,1440,1,0,16.99,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114877,SUEDE JACKET,942,0,1,39.99,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140727,CONTRASTING COLLAR JACKET,972,0,0,21.99,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133109,TEXTURED JACKET,860,0,1,45.99,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127296,CROPPED TEXTURED JACKET,709,0,0,45.99,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133757,POCKET PUFFER JACKET,663,0,1,99.99,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
111760,TECHNICAL JACKET WITH POCKETS,876,0,0,22.99,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198375,FAUX LEATHER JACKET,1284,1,1,19.99,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168837,FAUX SUEDE JACKET,871,0,0,22.99,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138505,RIPPED DENIM JACKET,1330,1,1,43.95,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
116228,TEXTURED POCKET JACKET,880,0,0,74.99,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167592,FAUX SUEDE PATCH JACKET,815,0,0,49.99,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133100,PUFFER JACKET WITH POUCH POCKET,851,0,1,39.95,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
119955,BOMBER JACKET,749,0,0,59.99,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189349,TEXTURED WEAVE OVERSHIRT,1211,1,0,86.99,1,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127478,STRAIGHT SUIT JACKET,899,0,1,22.95,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180661,HOODED QUILTED JACKET,908,0,0,17.95,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186681,LIGHTWEIGHT PUFFER JACKET,895,0,0,29.0,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133183,COTTON BLEND BOMBER JACKET,785,0,1,29.95,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
173508,POCKET JACKET,735,0,0,19.99,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187930,OVERSIZED BOMBER JACKET,980,0,0,22.0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124088,EMBROIDERED PATCH JACKET,964,0,1,35.95,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
190238,ACID WASH DENIM JACKET,826,0,1,29.99,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163234,TEXTURED DENIM JACKET LIMITED EDITION,923,0,0,25.99,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135610,WOOL BLEND JACKET,1297,1,0,92.99,0,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117065,COTTON - LINEN BLEND JACKET,919,0,0,49.95,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149315,FLEECE BOMBER JACKET,896,0,0,19.99,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149510,ZIPPERED JACKET,815,0,0,29.95,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137990,COTTON JACKET,1226,1,1,41.95,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
154016,WOOL BLEND TEXTURED JACKET,1012,0,1,53.0,1,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
117751,CONTRAST JACQUARD JACKET,784,0,1,15.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
182362,CROPPED OVERSHIRT,723,0,1,89.95,1,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117725,CONTRASTING PATCHES HOODED JACKET,1323,1,0,35.99,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145289,UTILITY POCKET JACKET,1457,1,0,37.99,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175059,LIGHTWEIGHT BOMBER JACKET,891,0,1,29.99,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199368,WOOL BLEND JACKET,936,0,0,38.99,1,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162883,TECHNICAL PADDED JACKET,1429,1,0,28.99,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
135490,MIXED COLLAR WAXED JACKET,797,0,0,78.99,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125408,CONTRASTING PATCHES BOMBER JACKET,1448,1,1,33.99,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134763,PADDED BOMBER JACKET,1050,0,1,64.99,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143231,TECHNICAL PADDED JACKET,920,0,1,59.99,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
125409,POCKET DENIM JACKET,687,0,1,99.99,1,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
183074,BOXY FIT DENIM JACKET,1407,1,1,16.95,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147947,FAUX SHEARLING PLAID JACKET,890,0,0,22.95,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174171,EMBROIDERED FOREST JACKET,1395,1,1,17.95,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
183064,POCKET OVERSHIRT,1289,1,0,69.95,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
177131,BOUCLE TEXTURED VEST,739,0,0,65.95,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128179,COLOR BLOCK PUFFER JACKET,1302,1,1,16.99,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
152723,LONGLINE QUILTED JACKET,1530,1,1,19.99,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123824,WOOL BLEND SUIT JACKET,962,0,1,29.99,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
166345,HOODED KNIT CARDIGAN,1079,1,0,59.99,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199279,HOODED TECHNICAL JACKET,903,0,0,15.99,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167981,HOUNDSTOOTH SUIT JACKET,925,0,0,29.95,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146839,BOMBER JACKET,1068,0,0,28.99,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187180,HOODED TECHNICAL JACKET,708,0,0,79.95,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167640,HOODED TECHNICAL JACKET,1620,1,0,12.95,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
165158,WASHED EFFECT BOMBER JACKET,1014,0,0,19.99,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111521,WASHED TECHNICAL JACKET,1275,1,1,16.95,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
120228,100% FEATHER FILL PUFFER JACKET,1177,1,1,34.99,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
133078,PADDED BOMBER JACKET,1827,1,1,16.95,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137598,POCKET JACKET,1232,1,1,80.95,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
138779,SLIM FIT SUIT JACKET,1077,1,1,76.0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
198329,MIXED COLLAR JACKET,1848,1,0,18.99,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110295,HOODED DENIM JACKET,1312,1,0,69.99,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
196427,WAXED EFFECT PLAID JACKET,1432,1,0,17.99,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110075,WOOL BLEND FELT TEXTURE JACKET,864,0,1,19.99,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
132322,PRINTED DENIM OVERSHIRT,1433,1,1,34.0,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
199631,STRUCTURED TWILL OVERSHIRT,973,0,0,28.99,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
182306,COTTON OVERSHIRT,980,0,1,33.95,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194915,REVERSIBLE PLAID OVERSHIRT,1495,1,0,17.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131298,PLAID OVERSHIRT,1590,1,1,25.95,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168571,POCKET OVERSHIRT,1529,1,0,23.95,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
154224,100% LINEN OVERSHIRT,1525,1,1,28.99,1,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171061,PLAID OVERSHIRT,1518,1,1,43.99,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119049,POCKET DENIM OVERSHIRT,770,0,0,45.99,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158781,FAUX SUEDE OVERSHIRT,1216,1,1,55.95,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
151438,PLAID OVERSHIRT,872,0,0,29.99,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152871,TEXTURED POCKET OVERSHIRT,1677,1,1,17.99,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126806,POCKET OVERSHIRT,1314,1,1,61.99,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
134104,OVERSHIRT,1560,1,0,20.99,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120266,PLAID OVERSHIRT,937,0,1,15.95,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
173550,POCKET OVERSHIRT,843,0,0,19.99,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175927,ZIPPERED WOOL BLEND OVERSHIRT,738,0,0,98.95,0,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154278,GEOMETRIC JACQUARD OVERSHIRT,1404,1,1,79.99,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
183537,PAINT PRINT OVERSHIRT,942,0,1,29.99,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150424,PADDED CORDUROY OVERSHIRT,887,0,1,19.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
183825,PLAID TIE DYE OVERSHIRT,1501,1,1,32.0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144012,OVERSHIRT WITH CONTRASTING TOPSTITCHING,798,0,0,59.99,1,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147051,QUILTED STRUCTURED OVERSHIRT,945,0,1,54.99,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185800,TECHNICAL OVERSHIRT,1323,1,1,64.99,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197524,PLAID OVERSHIRT,1300,1,1,56.95,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148823,SUEDE FISHERMAN SANDALS,953,0,1,45.95,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
114550,ZIPPER MULTIPIECE SNEAKERS,1383,1,1,19.95,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
125398,SUEDE LACELESS SNEAKERS,766,0,0,21.99,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123985,MULTICOLOR SNEAKERS,854,0,1,55.99,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186638,RETRO RUNNING SNEAKERS,828,0,0,22.99,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167281,SUEDE HIGH-TOPS,963,0,0,31.95,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118578,SUEDE STRAP SANDALS,1467,1,0,47.99,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
174041,MULTIPIECE SNEAKERS,1519,1,1,26.99,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127644,TOPSTITCH SNEAKERS,694,0,0,129.99,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132007,RETRO SNEAKERS,989,0,1,21.95,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147998,RETRO HIGH TOP SNEAKERS,1510,1,1,19.99,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176666,MULTI-PIECED RETRO SNEAKERS,1243,1,1,31.99,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
193686,TASSEL LEATHER LOAFERS,1413,1,1,35.99,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
163610,MOC-TOE SUEDE BOOTS,889,0,1,74.95,1,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170364,STRAP SANDALS,980,0,0,22.95,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167599,SUEDE RETRO SNEAKERS,1391,1,0,51.99,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166421,HIKING BOOTS,1255,1,1,49.95,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
129247,SUEDE SNEAKERS,1491,1,1,19.99,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
127314,FAUX SHEARLING LINED SUEDE BOOTS,1230,1,1,103.99,1,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111979,CHUNKY SNEAKERS,1063,0,1,25.95,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120354,DOUBLE STRAP SUEDE SANDALS,1374,1,1,39.95,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144848,CHUNKY SOLE CANVAS LACE-UP BOOTS,1585,1,1,30.99,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
111957,SUEDE PENNY LOAFERS,1329,1,1,41.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160763,ADHERENT STRIPES SNEAKERS,860,0,0,53.99,1,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168270,MULTIPIECE SNEAKERS,712,0,0,25.99,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195082,CHUNKY SOLE HIGH TOP SNEAKERS,804,0,0,66.95,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110329,CONTRAST SOLE LEATHER SNEAKERS,1181,1,1,50.99,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
147449,SUEDE RUNNING SNEAKERS,833,0,0,79.99,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193332,WOVEN LEATHER SLIDES,931,0,0,51.99,1,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
